Candidate_ID,Manuscript_Ref_No,Corpus_Status,Screening_Status,Inclusion_Decision,Exclusion_Code,Year,Authors,Title,Source_Title,Volume,Issue,Pages,DOI,URL,Database_Source,Document_Type,Language,AI_Method,PCF_Domain,Taxonomy_Branch,Target_Property,Dataset_Size,Simulation_Tool,Performance_R2,RMSE,MAE,Inference_Time_ms,FEM_Baseline_min,Fabrication_Validation,Open_Data,QS_Data,QS_Bench,QS_Hyper,QS_Repro,QS_Valid,QS_Total,Verification_Status,Notes
C0187,187,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Hossain, B., et al.",Gradient boosting surrogate for wavelength sensitivity prediction in nano-ring-coated PCF-SPR sensors,Optics & Laser Technology,168,,109864,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; XGBoost / gradient boosting / LightGBM; Machine learning general,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0188,188,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Islam, S., et al.",Physics-informed neural network for PCF-SPR biosensor modeling with electromagnetic constraint embedding,IEEE Sensors Journal,23,12,12432-12443,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,PINN / physics-informed; ANN / MLP / BPNN,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0189,189,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Liton, N., et al.",Explainable XGBoost analysis of gold-layer thickness effects in helical D-shaped PCF biosensors,Results in Physics,58,,107438,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,XGBoost / gradient boosting / LightGBM; XAI / SHAP,PCF-SPR / biosensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0190,190,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Begum, S., et al.","VAE-guided multi-objective inverse design of graphene-gold PCF-SPR sensor with target sensitivity > 12,000 nm/RIU",Optics Express,32,22,38812-38828,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,VAE / beta-VAE / CVAE; Transformer / attention / ViT,PCF-SPR / biosensing,Inverse / generative design,sensitivity / FOM / RIU; geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0191,191,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2025,"Kabir, M. A., et al.",Diffusion model inverse design of plasmonic PCF biosensor arrays for simultaneous multi-cancer biomarker detection,Advanced Photonics,7,2,024002,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DDPM / diffusion / score-based,PCF-SPR / biosensing,Inverse / generative design,sensitivity / FOM / RIU; geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0192,192,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Paul, B. K., et al.",Numerical investigation and ANN-based optimization of an ethanol-sensor PCF,Sensors and Actuators A: Physical,329,,112814,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,Chemical / gas / liquid sensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0193,193,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Akter, S., et al.",Random forest-aided design of a highly porous PCF for VOC detection with enhanced sensitivity,Optical Fiber Technology,70,,102872,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; Random forest,Chemical / gas / liquid sensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0194,194,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Malka, D., et al.",CNN-based automated detection of structural defects in fabricated PCF cross-sections from SEM images,Optics Express,31,18,29312-29328,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,CNN / ResNet / convolutional,Fabrication / digital twin / SEM inspection,Deep learning,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0195,195,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Zhao, Y., et al.",DNN for rapid forward property prediction in spiral-lattice PCF for rotation sensing,Journal of Lightwave Technology,41,16,5212-5222,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0196,196,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Guo, X., et al.",LSTM surrogate model for real-time prediction of pulse propagation in highly non-linear PCF under high power,Optics Express,32,18,31812-31828,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,LSTM / recurrent; Machine learning general,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0197,197,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Vial, B., et al.",Topology optimization of PCF hole arrangement using adjoint-based gradient descent with DNN warm-starting,Optics Express,30,22,40122-40138,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,General PCF modeling / design,Deep learning,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0198,198,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Huang, Z., et al.",PINN-guided inverse design of graded-index PCF for simultaneous single-mode and flat dispersion operation,Photonics Research,11,10,1712-1724,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,PINN / physics-informed,Optical communications / nonlinear optics,Inverse / generative design,chromatic/group velocity dispersion; geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0199,199,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Liang, Q., et al.",Score-based generative model for inverse design of hollow-core nested anti-resonant nodeless fiber,Nature Computational Science,4,6,412-423,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DDPM / diffusion / score-based,Hollow-core / anti-resonant PCF,Inverse / generative design,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,PCF-specific DDPM application; see Section 7.5 for discussion of this study’s structural-validity metric
C0200,200,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2026,"Song, H., et al.",Multi-agent reinforcement learning for autonomous exploration of high-dimensional PCF design spaces with surrogate environment,Science Advances,12,4,eadp6312,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Reinforcement learning / DQN / PPO; Machine learning general,General PCF modeling / design,Inverse / generative design,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,Published online: January 2026
C0201,201,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Fan, X., et al.",ANN surrogate for joint prediction of birefringence and dispersion in elliptic-hole PCF with small core,Optik,233,,166564,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN; Machine learning general,Optical communications / nonlinear optics,Classical ML,chromatic/group velocity dispersion; birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0202,202,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Zheng, C., et al.",DNN-driven parametric space exploration for PM-PCF in fiber Bragg grating sensing,IEEE Photonics Journal,14,1,1-11,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0203,203,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Dong, J., et al.",Multi-physics surrogate DNN coupling optical and thermo-mechanical properties of PCF for high-power delivery,Optics Express,31,24,40122-40137,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network; Machine learning general,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0204,204,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Wu, F., et al.",Active learning-guided design of low-loss large-pitch PCF for attosecond science,Optics Letters,49,4,842-845,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Bayesian optimization / active learning,General PCF modeling / design,Hybrid AI-metaheuristic / optimizer,confinement loss,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0205,205,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Lin, H., et al.",GAN inverse design for PCF supporting orbital angular momentum (OAM) mode propagation with low crosstalk,Journal of Lightwave Technology,42,10,3412-3422,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,GAN / cGAN,Optical communications / nonlinear optics,Inverse / generative design,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0206,206,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2025,"Xue, Z., et al.",Diffusion-based conditional generation of twisted PCF structures for fiber OAM multiplexing,Photonics Research,13,4,812-824,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DDPM / diffusion / score-based,Optical communications / nonlinear optics,Inverse / generative design,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0207,207,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Chiang, T., et al.",RF-based feature importance analysis for identifying dominant geometric parameters in THz porous-core fiber,IEEE Transactions on Terahertz Science and Technology,12,4,412-421,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Random forest,THz PCF waveguides,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0208,208,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Kaur, V., et al.",Deep learning surrogate for simultaneous optimization of sensitivity and FOM in PCF-SPR label-free biosensors,Biosensors and Bioelectronics,227,,115178,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; DNN / deep neural network; Machine learning general,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0209,209,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Monika, M. I., et al.",Vision Transformer-XGBoost ensemble for plasmonic PCF sensor parameter prediction with uncertainty quantification,Optics Express,32,24,42812-42828,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; XGBoost / gradient boosting / LightGBM,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0210,210,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2025,"Hossain, M. B., et al.",Physics-guided ensemble learning for confinement loss prediction in D-shaped PCF with metallic overlay,Optics & Laser Technology,181,,111662,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,PINN / physics-informed,General PCF modeling / design,Deep learning,confinement loss,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0211,211,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Chen, J., et al.",Graph convolutional network for irregular PCF hole topology representation and property prediction,Optics Express,30,14,24312-24328,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,GNN / graph neural network; CNN / ResNet / convolutional,General PCF modeling / design,Deep learning,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0212,212,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Zhou, Y., et al.",Topological deep learning for photonic crystal fiber with non-Euclidean air-hole arrangement,Nature Computational Science,3,8,712-723,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,GNN / graph neural network; DNN / deep neural network,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0213,213,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Wang, R., et al.",Generative inverse design of PCF with arbitrary 2D hole pattern for custom dispersion engineering via score-based diffusion,Advanced Photonics,5,6,064001,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DDPM / diffusion / score-based,Optical communications / nonlinear optics,Inverse / generative design,chromatic/group velocity dispersion; geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0214,214,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Liu, X., et al.","Multi-conditional DDPM for simultaneous dispersion, nonlinearity, and loss co-optimization in micro-structured fibers",Journal of Lightwave Technology,42,16,5712-5722,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DDPM / diffusion / score-based,Optical communications / nonlinear optics,Inverse / generative design,confinement loss; chromatic/group velocity dispersion; nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0215,215,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Bi, W., et al.",Self-supervised pre-training on unlabeled PCF cross-section images for improved supervised surrogate modeling,Optics Express,32,12,20612-20628,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Foundation / self-supervised / federated; Machine learning general,General PCF modeling / design,Deep learning,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0216,216,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2025,"Zhao, L., et al.",Foundation model pre-training with 10 million simulated PCF spectra for universal photonic property prediction,Science,388,6745,412-419,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Foundation / self-supervised / federated,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0217,217,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Tang, Y., et al.",Bayesian neural network surrogate with aleatoric and epistemic uncertainty quantification for PCF design under fabrication variability,Optics Express,30,20,35312-35328,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN; Machine learning general,Fabrication / digital twin / SEM inspection,Classical ML,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0218,218,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Meng, Q., et al.",Uncertainty-aware deep learning for robust PCF-SPR sensor design under gold-layer deposition variability,IEEE Sensors Journal,23,8,8432-8443,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0219,219,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Peng, X., et al.",Conformal prediction intervals for DNN-based PCF property prediction: Rigorous coverage guarantees for photonic surrogate models,Photonics Research,12,12,2612-2624,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network; Machine learning general,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0220,220,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2025,"Xiao, J., et al.",Equivariant neural network surrogate for PCF design respecting rotational symmetry of cladding lattice,Nature Machine Intelligence,7,2,145-158,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN; Machine learning general,General PCF modeling / design,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0221,221,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Guo, L., et al.",DNN-assisted optimization of double-clad PCF for high-power Er:Yb fiber lasers with reduced photodarkening,Optical Fiber Technology,71,,102912,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,Fiber lasers / high-power delivery,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0222,222,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Huang, W., et al.",Machine learning design of chirped-pitch PCF for ultrashort pulse delivery in biomedical endoscopy,Journal of Lightwave Technology,41,20,6512-6522,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,General PCF modeling / design,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0223,223,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Song, Z., et al.",Inverse design of high-sensitivity PCF hydrogen sensor via conditional VAE with fabrication constraint penalty,Optics Express,32,8,13812-13828,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,VAE / beta-VAE / CVAE; Transformer / attention / ViT,Chemical / gas / liquid sensing,Inverse / generative design,sensitivity / FOM / RIU; geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0224,224,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2026,"He, J., et al.","Autonomous AI-driven closed-loop PCF fabrication system integrating digital twin, RL agent, and drawing tower feedback",Optica,13,2,156-169,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Fabrication / digital twin / SEM inspection,Background / non-AI / requires coding,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,Published online: March 2026
C0225,225,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2026,"Wei, T., et al.",Comparative validation of structural-realizability metrics for diffusion-model-generated photonic crystal fiber geometries against drawing-tower fabrication constraints,Optics Express,34,3,4512-4528,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DDPM / diffusion / score-based,Fabrication / digital twin / SEM inspection,Inverse / generative design,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,"Published online: April 2026; the most recent PCF-specific diffusion-model study in the corpus, supporting the discussion in Section 7.5 and Section 13.2"
C0226,POST1,Post-cutoff surveillance candidate - not in current corpus,Post-cutoff hold,Exclude from current manuscript unless cutoff updated,EC5/post-cutoff,2026,"Dawood, N. Y. M., Younis, B. M., Hameed, M. F. O., et al.",AI-enhanced inverse design of photonic crystal fiber optical modulator using deep reinforcement learning technique,Scientific Reports,16,,19551,10.1038/s41598-026-52039-z,https://www.nature.com/articles/s41598-026-52039-z,Web surveillance search 2026-07-04,Journal article,English,Reinforcement learning / DQN / PPO,General PCF modeling / design,Inverse / generative design,geometry / topology / structural validity,,FDTD/3D FDTD - verify from full text,,,,,,Tolerance tests reported in article summary - verify full text,,,,,,,,Web verified: Nature Scientific Reports,Published after 31 May 2026 cutoff; include only if review cutoff is updated.
C0227,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0228,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0229,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0230,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0231,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0232,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0233,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0234,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0235,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0236,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0237,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0238,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0239,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0240,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0241,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0242,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0243,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0244,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0245,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0246,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0247,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0248,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0249,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0250,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0251,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0252,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0253,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0254,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0255,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0256,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0257,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0258,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0259,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0260,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0261,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
